Genes	dNdS
Solyc01g079690	0.07166
Solyc01g079700	999.00000
Solyc01g079710	0.08331
Solyc01g079720	0.08029
Solyc01g079740	0.10766
Solyc01g079750	0.16036
Solyc01g079760	0.28470
Solyc01g079770	0.11289
Solyc01g079780	0.17370
Solyc01g079790	0.23968
Solyc01g079800	0.35816
Solyc01g079810	1.08505
Solyc01g079820	0.05396
Solyc01g079830	0.20752
Solyc01g079840	0.05724
Solyc01g079850	0.23047
Solyc01g079860	0.48810
Solyc01g079870	0.07184
Solyc01g079880	0.09089
Solyc01g079890	0.04984
Solyc01g079920	0.26537
Solyc01g079930	0.13075
Solyc01g079940	0.16136
Solyc01g079960	0.10491
Solyc01g079980	0.11351
Solyc01g080000	0.16460
Solyc01g080010	0.18010
Solyc01g080020	0.14708
Solyc01g080040	0.26948
Solyc01g080050	0.06743
Solyc01g080070	0.08562
Solyc01g080080	0.00010
Solyc01g080090	0.20595
Solyc01g080110	0.00010
Solyc01g080120	0.00010
Solyc01g080130	0.20516
Solyc01g080140	0.08284
Solyc01g080150	0.10655
Solyc01g080160	0.08235
Solyc01g080170	0.14663
Solyc01g080180	0.34432
Solyc01g080190	0.19244
Solyc01g080200	0.30208
Solyc01g080210	0.16146
Solyc01g080220	0.33098
Solyc01g080230	0.35634
Solyc01g080240	0.01672
Solyc01g080250	0.00010
Solyc01g080260	0.11147
Solyc01g080270	0.24311
Solyc01g080280	0.07971
Solyc01g080290	0.15811
Solyc01g080300	0.08864
Solyc01g080320	999.00000
Solyc01g080330	0.00010
Solyc01g080340	0.16494
Solyc01g080350	0.17161
Solyc01g080360	0.18800
Solyc01g080380	0.02460
Solyc01g080400	0.07225
Solyc01g080430	0.16027
Solyc01g080450	0.53647
Solyc01g080460	0.22936
Solyc01g080470	0.04742
Solyc01g080480	0.29150
Solyc01g080490	0.35366
Solyc01g080500	0.11099
Solyc01g080510	0.30446
Solyc01g080520	0.09761
Solyc01g080530	0.11003
Solyc01g080540	0.34754
Solyc01g080570	0.00010
Solyc01g080580	0.14729
Solyc01g080590	0.12703
Solyc01g080600	0.00010
Solyc01g080620	0.18871
Solyc01g080640	0.14029
Solyc01g080660	0.00010
Solyc01g080670	0.57630
Solyc01g080680	0.09887
Solyc01g080690	0.13639
Solyc01g080700	0.21490
Solyc01g080720	0.07501
Solyc01g080750	0.24137
Solyc01g080760	1.26877
Solyc01g080770	0.22145
Solyc01g080780	0.57151
Solyc01g080790	0.42992
Solyc01g080800	999.00000
Solyc01g080810	0.09436
Solyc01g080830	0.60628
Solyc01g080840	0.19357
Solyc01g080850	0.05648
Solyc01g080860	0.33128
Solyc01g080880	0.26100
Solyc01g080890	0.36732
Solyc01g080900	0.34159
Solyc01g080910	0.11113
Solyc01g080920	0.00200
Solyc01g080930	0.13801
Solyc01g080940	0.24387
Solyc01g080950	0.37139
Solyc01g080960	0.08648
Solyc01g080970	0.55077
Solyc01g080990	0.00010
Solyc01g081000	0.22655
Solyc01g081010	0.04995
Solyc01g081020	0.09773
Solyc01g081030	0.20589
Solyc01g081040	0.23248
Solyc01g081050	0.45564
Solyc01g081060	0.09270
Solyc01g081070	0.20417
Solyc01g081090	0.33317
Solyc01g081100	0.13159
Solyc01g081110	0.32549
Solyc01g081120	0.54607
Solyc01g081150	0.16843
Solyc01g081190	0.00010
Solyc01g081200	0.17821
Solyc01g081210	0.25520
Solyc01g081240	0.42365
Solyc01g081250	0.59543
Solyc01g081270	0.23347
Solyc01g081280	0.00010
Solyc01g081290	0.39228
Solyc01g081300	0.25464
Solyc01g081310	0.32802
Solyc01g081320	0.30095
Solyc01g081330	0.08166
Solyc01g081340	0.33939
Solyc01g081360	0.57393
Solyc01g081370	0.16130
Solyc01g081380	0.00010
Solyc01g081390	0.16712
Solyc01g081400	999.00000
Solyc01g081420	0.60289
Solyc01g081430	0.29637
Solyc01g081440	0.05849
Solyc01g081450	0.38407
Solyc01g081460	0.45719
Solyc01g081470	0.11903
Solyc01g081480	0.40532
Solyc01g081490	0.30050
Solyc01g081500	0.38665
Solyc01g081510	0.17193
Solyc01g081520	0.19249
Solyc01g081540	0.10432
Solyc01g081560	0.32867
Solyc01g081570	0.08621
Solyc01g081600	0.54517
Solyc01g081610	0.20501
Solyc01g081620	0.12742
Solyc01g081630	0.26375
Solyc01g081640	0.19495
Solyc01g086640	0.20956
Solyc01g086650	0.09759
Solyc01g086690	0.56102
Solyc01g086710	0.10362
Solyc01g086720	0.11559
Solyc01g086730	0.20899
Solyc01g086740	0.31086
Solyc01g086750	0.29219
Solyc01g086810	0.19780
Solyc01g086820	0.00010
Solyc01g086830	0.11055
Solyc01g086840	0.21093
Solyc01g086850	0.41836
Solyc01g086860	0.19654
Solyc01g086870	0.84381
Solyc01g086890	0.23986
Solyc01g086900	0.06898
Solyc01g086910	0.62800
Solyc01g086920	0.32237
Solyc01g086930	0.33563
Solyc01g086940	0.97279
Solyc01g086950	1.36552
Solyc01g086960	0.14136
Solyc01g086970	0.26233
Solyc01g086980	0.40211
Solyc01g086990	0.08891
Solyc01g087030	0.13764
Solyc01g087040	0.05824
Solyc01g087050	0.00010
Solyc01g087070	0.02955
Solyc01g087080	0.04198
Solyc01g087090	0.10343
Solyc01g087120	0.09898
Solyc01g087130	999.00000
Solyc01g087140	0.14574
Solyc01g087150	0.21690
Solyc01g087160	1.15544
Solyc01g087170	0.04876
Solyc01g087180	0.21389
Solyc01g087190	0.17004
Solyc01g087200	0.26771
Solyc01g087210	0.02916
Solyc01g087230	0.20482
Solyc01g087240	0.36783
Solyc01g087250	0.22089
Solyc01g087260	0.09059
Solyc01g087270	0.47091
Solyc01g087290	0.22895
Solyc01g087300	0.03955
Solyc01g087320	1.70780
Solyc01g087340	1.95273
Solyc01g087360	0.61609
Solyc01g087370	1.19182
Solyc01g087390	999.00000
Solyc01g087420	0.42085
Solyc01g087430	0.19281
Solyc01g087440	0.00010
Solyc01g087450	0.29679
Solyc01g087470	0.22651
Solyc01g087490	0.12954
Solyc01g087500	0.20167
Solyc01g087520	0.57534
Solyc01g087530	0.16837
Solyc01g087540	0.16281
Solyc01g087550	0.94578
Solyc01g087560	0.02161
Solyc01g087570	0.20383
Solyc01g087580	0.08751
Solyc01g087590	0.04837
Solyc01g087600	0.11154
Solyc01g087610	0.20408
Solyc01g087630	1.56154
Solyc01g087640	0.51753
Solyc01g087650	0.13020
Solyc01g087660	0.06897
Solyc01g087670	0.20641
Solyc01g087680	0.04659
Solyc01g087690	0.21777
Solyc01g087710	0.17000
Solyc01g087720	0.20771
Solyc01g087730	0.02528
Solyc01g087740	0.23327
Solyc01g087750	0.02974
Solyc01g087780	0.53969
Solyc01g087820	0.30489
Solyc01g087850	0.06419
Solyc01g087860	0.47404
Solyc01g087870	0.04313
Solyc01g087880	0.28936
Solyc01g087890	0.15476
Solyc01g087900	0.00010
Solyc01g087910	0.55353
Solyc01g087950	0.32944
Solyc01g087960	0.00010
Solyc01g087970	0.13635
Solyc01g087980	0.45323
Solyc01g087990	0.13870
Solyc01g088000	0.26256
Solyc01g088020	0.04331
Solyc01g088040	0.14541
Solyc01g088050	0.12186
Solyc01g088060	0.63457
Solyc01g088070	0.58154
Solyc01g088080	0.05206
Solyc01g088090	0.10959
Solyc01g088100	0.06680
Solyc01g088140	0.44823
Solyc01g088150	0.01796
Solyc01g088160	0.24924
Solyc01g088170	0.34606
Solyc01g088240	0.32335
Solyc01g088250	0.35948
Solyc01g088300	0.18813
Solyc01g088310	0.25258
Solyc01g088350	0.38569
Solyc01g088370	0.11934
Solyc01g088380	0.23799
Solyc01g088390	0.58675
Solyc01g088400	0.22055
Solyc01g088410	0.36062
Solyc01g088420	14.08084
Solyc01g088430	0.26326
Solyc01g088440	0.06521
Solyc01g088450	0.05012
Solyc01g088470	0.05792
Solyc01g088480	0.06276
Solyc01g088490	2.11832
Solyc01g088500	0.00010
Solyc01g088510	0.17270
Solyc01g088530	0.21591
Solyc01g088550	0.19609
Solyc01g088560	0.06671
Solyc01g088570	1.38032
Solyc01g088590	0.13893
Solyc01g088600	0.26176
Solyc01g088610	0.37989
Solyc01g088620	0.06291
Solyc01g088630	0.11759
Solyc01g088640	0.18122
Solyc01g088650	0.26983
Solyc01g088660	0.30903
Solyc01g088670	0.20195
Solyc01g088690	0.18333
Solyc01g088700	0.39047
Solyc01g088710	0.25047
Solyc01g088720	0.28766
Solyc01g088730	0.21109
Solyc01g088740	0.15377
Solyc01g088750	0.33407
Solyc01g088760	0.44241
Solyc01g088770	0.00010
Solyc01g088780	0.00010
Solyc01g088790	0.22031
Solyc01g088800	0.10902
Solyc01g088810	0.00010
Solyc01g088820	0.28477
Solyc01g088830	0.00010
Solyc01g089850	0.00010
Solyc01g089860	0.39296
Solyc01g089870	0.09396
Solyc01g089880	0.25839
Solyc01g089890	0.95849
Solyc01g089900	0.27777
Solyc01g089910	0.28502
Solyc01g089920	0.32397
Solyc01g089950	0.61363
Solyc01g089960	0.37560
Solyc01g089970	0.00010
Solyc01g089980	0.03080
Solyc01g090030	0.09603
Solyc01g090110	0.34484
Solyc01g090120	0.50473
Solyc01g090140	999.00000
Solyc01g090170	0.17177
Solyc01g090180	0.06901
Solyc01g090190	0.39925
Solyc01g090200	0.08371
Solyc01g090210	0.13012
Solyc01g090220	0.78804
Solyc01g090230	0.17714
Solyc01g090240	0.06727
Solyc01g090250	0.28356
Solyc01g090260	0.53374
Solyc01g090270	0.20261
Solyc01g090280	0.29054
Solyc01g090290	0.24668
Solyc01g090340	0.16174
Solyc01g090350	0.33704
Solyc01g090360	0.40089
Solyc01g090380	0.13509
Solyc01g090390	0.21534
Solyc01g090400	0.29478
Solyc01g090410	0.41016
Solyc01g090420	0.11323
Solyc01g090430	0.45327
Solyc01g090440	0.26488
Solyc01g090450	0.08393
Solyc01g090460	0.23024
Solyc01g090470	0.19551
Solyc01g090480	0.22913
Solyc01g090490	0.67040
Solyc01g090500	0.04487
Solyc01g090510	0.38927
Solyc01g090530	0.36746
Solyc01g090550	0.57023
Solyc01g090560	0.15415
Solyc01g090590	0.21395
Solyc01g090600	0.07884
Solyc01g090630	999.00000
Solyc01g090640	0.18401
Solyc01g090650	0.35276
Solyc01g090670	0.89095
Solyc01g090680	1.07025
Solyc01g090690	0.04313
Solyc01g090700	0.07532
Solyc01g090710	0.11622
Solyc01g090720	0.53816
Solyc01g090730	0.09074
Solyc01g090740	0.37752
Solyc01g090750	0.00010
Solyc01g090760	0.21043
Solyc01g090770	0.34085
Solyc01g090780	0.15523
Solyc01g090790	0.12311
Solyc01g090800	0.04106
Solyc01g090810	0.00010
Solyc01g090830	0.00010
Solyc01g090840	0.17917
Solyc01g090850	0.86962
Solyc01g090860	0.53705
Solyc01g090870	0.11587
Solyc01g090880	0.19250
Solyc01g090890	0.24506
Solyc01g090900	0.76447
Solyc01g090910	1.34555
Solyc01g090920	0.59921
Solyc01g090940	0.12284
Solyc01g090950	0.08639
Solyc01g090970	0.22309
Solyc01g090980	0.35991
Solyc01g090990	0.24215
Solyc01g091000	0.09052
Solyc01g091010	0.00010
Solyc01g091020	0.00010
Solyc01g091030	0.19037
Solyc01g091040	0.19303
Solyc01g091050	0.17788
Solyc01g091070	0.06240
Solyc01g091080	0.19474
Solyc01g091090	0.29429
Solyc01g091100	0.40391
Solyc01g091110	0.37246
Solyc01g091120	0.22180
Solyc01g091150	0.36326
Solyc01g091160	0.03006
Solyc01g091170	0.04740
Solyc01g091180	0.99178
Solyc01g091190	0.11480
Solyc01g091200	0.00010
Solyc01g091210	0.70098
Solyc01g091220	0.00010
Solyc01g091230	0.14073
Solyc01g091240	0.24369
Solyc01g091250	0.00010
Solyc01g091260	0.11521
Solyc01g091270	0.42541
Solyc01g091280	0.08430
Solyc01g091290	0.21606
Solyc01g091300	0.06690
Solyc01g091310	0.15723
Solyc01g091320	0.17752
Solyc01g091330	0.29369
Solyc01g091340	0.16919
Solyc01g091350	0.35570
Solyc01g091360	0.37423
Solyc01g091370	0.24816
Solyc01g091380	0.47783
Solyc01g091390	0.16487
Solyc01g091400	0.00010
Solyc01g091410	0.08789
Solyc01g091420	0.41882
Solyc01g091430	0.23847
Solyc01g091450	0.32235
Solyc01g091460	0.05270
Solyc01g091470	0.08935
Solyc01g091480	0.22771
Solyc01g091490	0.59912
Solyc01g091500	0.26687
Solyc01g091510	0.26429
Solyc01g091520	0.24152
Solyc01g091530	0.15878
Solyc01g091540	0.33265
Solyc01g091550	0.19075
Solyc01g091560	0.43885
Solyc01g091570	0.36611
Solyc01g091580	0.05163
Solyc01g091590	0.29057
Solyc01g091600	0.09849
Solyc01g091610	0.51499
Solyc01g091620	0.07861
Solyc01g091630	0.01982
Solyc01g091640	0.03623
Solyc01g091650	0.22385
Solyc01g091660	0.10196
Solyc01g091670	0.19719
Solyc01g091690	0.27397
Solyc01g091700	0.14114
Solyc01g091710	0.12779
Solyc01g091730	0.24697
Solyc01g091740	0.14763
Solyc01g091750	0.00010
Solyc01g091770	0.09816
Solyc01g091780	0.23781
Solyc01g091790	0.10924
Solyc01g091800	0.26847
Solyc01g091820	0.32962
Solyc01g091830	0.53388
Solyc01g091840	0.04040
Solyc01g091850	0.12625
Solyc01g091860	0.36120
Solyc01g091870	0.00010
Solyc01g091880	0.14244
Solyc01g091890	0.00010
Solyc01g091900	0.41738
Solyc01g091910	0.17474
Solyc01g091920	0.19907
Solyc01g091930	0.08481
Solyc01g091940	0.50307
Solyc01g091950	0.25026
Solyc01g092950	0.35198
Solyc01g093960	0.00010
Solyc01g093970	0.56602
Solyc01g093980	0.00010
Solyc01g093990	0.23531
Solyc01g094000	0.23557
Solyc01g094010	0.18381
Solyc01g094020	0.21149
Solyc01g094030	0.02012
Solyc01g094040	0.10729
Solyc01g094050	0.18353
Solyc01g094060	0.18939
Solyc01g094070	0.00010
Solyc01g094080	1.21784
Solyc01g094100	0.00010
Solyc01g094110	0.26180
Solyc01g094130	999.00000
Solyc01g094140	0.22112
Solyc01g094150	0.14687
Solyc01g094170	0.26380
Solyc01g094190	0.98402
Solyc01g094200	0.00010
Solyc01g094210	0.10363
Solyc01g094220	0.54676
Solyc01g094240	999.00000
Solyc01g094250	0.12159
Solyc01g094260	0.00010
Solyc01g094270	0.35846
Solyc01g094280	0.05781
Solyc01g094290	0.11148
Solyc01g094320	0.36338
Solyc01g094330	0.26755
Solyc01g094340	0.17400
Solyc01g094350	0.05775
Solyc01g094360	0.07711
Solyc01g094370	0.30412
Solyc01g094380	0.00010
Solyc01g094400	0.24650
Solyc01g094410	0.04904
Solyc01g094420	0.33775
Solyc01g094460	0.21693
Solyc01g094470	0.00010
Solyc01g094480	0.10122
Solyc01g094490	0.23285
Solyc01g094500	0.44392
Solyc01g094510	0.00010
Solyc01g094520	0.20099
Solyc01g094530	0.20509
Solyc01g094540	0.24513
Solyc01g094550	0.19318
Solyc01g094570	0.76371
Solyc01g094580	0.23291
Solyc01g094590	0.72316
Solyc01g094600	0.29597
Solyc01g094610	0.19365
Solyc01g094620	0.19808
Solyc01g094630	0.33516
Solyc01g094640	0.21900
Solyc01g094650	0.05333
Solyc01g094660	0.56758
Solyc01g094670	0.28514
Solyc01g094680	0.33058
Solyc01g094690	0.05453
Solyc01g094700	0.00010
Solyc01g094720	0.31656
Solyc01g094750	0.09543
Solyc01g094760	0.14681
Solyc01g094770	1.75240
Solyc01g094780	0.23514
Solyc01g094790	0.12017
Solyc01g094800	0.11196
Solyc01g094810	0.04934
Solyc01g094820	0.41308
Solyc01g094830	0.22057
Solyc01g094840	0.41904
Solyc01g094850	0.14135
Solyc01g094860	0.66006
Solyc01g094870	0.25993
Solyc01g094880	0.17973
Solyc01g094890	0.18160
Solyc01g094910	0.26007
Solyc01g094920	0.22997
Solyc01g094930	0.10830
Solyc01g094940	0.08534
Solyc01g094950	0.13427
Solyc01g094960	0.19406
Solyc01g094970	0.31774
Solyc01g094990	0.93649
Solyc01g095000	0.31928
Solyc01g095010	0.13752
Solyc01g095020	0.33034
Solyc01g095030	0.36722
Solyc01g095040	0.17876
Solyc01g095050	0.12996
Solyc01g095070	0.03680
Solyc01g095080	0.17349
Solyc01g095090	0.30150
Solyc01g095100	0.14646
Solyc01g095110	0.70672
Solyc01g095120	0.21740
Solyc01g095130	0.48297
Solyc01g095140	0.17697
Solyc01g095150	0.05787
Solyc01g095160	0.15950
Solyc01g095170	0.21826
Solyc01g095180	0.24672
Solyc01g095190	0.39096
Solyc01g095200	0.11585
Solyc01g095210	0.35910
Solyc01g095230	0.16577
Solyc01g095240	0.16931
Solyc01g095250	0.00010
Solyc01g095270	0.11773
Solyc01g095280	0.27450
Solyc01g095290	0.07822
Solyc01g095300	0.27626
Solyc01g095310	0.26857
Solyc01g095320	0.72930
Solyc01g095350	0.00010
Solyc01g095360	0.11358
Solyc01g095370	0.04381
Solyc01g095390	0.63970
Solyc01g095400	0.07721
Solyc01g095410	0.00010
Solyc01g095420	0.25736
Solyc01g095430	0.42977
Solyc01g095440	0.14367
Solyc01g095450	0.38021
Solyc01g095460	0.23978
Solyc01g095470	0.00010
Solyc01g095480	0.10148
Solyc01g095490	0.00010
Solyc01g095500	0.13813
Solyc01g095510	0.25856
Solyc01g095530	0.15826
Solyc01g095540	0.00010
Solyc01g095550	0.32506
Solyc01g095560	0.18681
Solyc01g095570	0.00010
Solyc01g095580	0.19696
Solyc01g095590	0.42402
Solyc01g095610	0.27492
Solyc01g095620	0.18648
Solyc01g095630	0.36225
Solyc01g095640	0.12444
Solyc01g095650	0.37415
Solyc01g095670	0.13756
Solyc01g095690	0.19451
Solyc01g095700	0.20096
Solyc01g095710	0.41080
Solyc01g095720	0.35262
Solyc01g095730	0.37343
Solyc01g095740	0.15613
Solyc01g095750	0.09231
Solyc01g095760	0.30901
Solyc01g095770	0.00010
Solyc01g095780	0.55615
Solyc01g095790	0.53047
Solyc01g095800	0.18955
Solyc01g095810	0.17957
Solyc01g095890	0.24666
Solyc01g095900	0.28594
Solyc01g095920	0.11673
Solyc01g095930	0.71023
Solyc01g095940	0.44657
Solyc01g095960	0.51511
Solyc01g095970	0.10614
Solyc01g095980	0.14234
Solyc01g095990	0.14754
Solyc01g096000	0.10861
Solyc01g096010	0.48893
Solyc01g096020	0.00010
Solyc01g096030	0.13747
Solyc01g096040	0.07373
Solyc01g096050	0.26549
Solyc01g096060	0.06164
Solyc01g096070	0.27921
Solyc01g096080	0.32781
Solyc01g096100	0.28825
Solyc01g096110	0.41419
Solyc01g096120	0.19966
Solyc01g096130	0.00010
Solyc01g096140	0.00010
Solyc01g096150	0.08974
Solyc01g096160	0.29596
Solyc01g096170	0.14177
Solyc01g096180	0.83702
Solyc01g096190	0.11573
Solyc01g096200	0.26715
Solyc01g096210	0.39290
Solyc01g096220	0.10021
Solyc01g096230	0.10769
Solyc01g096240	0.66127
Solyc01g096250	0.70470
Solyc01g096260	0.17089
Solyc01g096280	0.36628
Solyc01g096290	0.00010
Solyc01g096300	0.22318
Solyc01g096320	0.53243
Solyc01g096340	0.02323
Solyc01g096350	0.03884
Solyc01g096360	0.25608
Solyc01g096370	0.34247
Solyc01g096380	0.48834
Solyc01g096400	0.17754
Solyc01g096410	0.16836
Solyc01g096420	0.07978
Solyc01g096430	0.00010
Solyc01g096440	0.14822
Solyc01g096450	0.43157
Solyc01g096460	0.06551
Solyc01g096470	0.08875
Solyc01g096480	0.53597
Solyc01g096490	0.09777
Solyc01g096500	0.09368
Solyc01g096510	0.15332
Solyc01g096520	0.08709
Solyc01g096530	1.02041
Solyc01g096540	0.11322
Solyc01g096550	0.33368
Solyc01g096560	0.25332
Solyc01g096570	0.08611
Solyc01g096580	0.20450
Solyc01g096590	0.00010
Solyc01g096600	0.06771
Solyc01g096610	0.07836
Solyc01g096620	1.90397
Solyc01g096650	0.19432
Solyc01g096660	0.36296
Solyc01g096670	0.10387
Solyc01g096680	0.21048
Solyc01g096700	0.12525
Solyc01g096710	0.05097
Solyc01g096720	0.00010
Solyc01g096730	0.22183
Solyc01g096740	0.16394
Solyc01g096750	0.14733
Solyc01g096760	0.05585
Solyc01g096790	0.89504
Solyc01g096800	0.09711
Solyc01g096810	0.20808
Solyc01g096820	0.17216
Solyc01g096830	0.11102
Solyc01g096840	0.15715
Solyc01g096850	0.48228
Solyc01g096860	0.14202
Solyc01g096870	0.10083
Solyc01g096880	0.05140
Solyc01g096890	0.32734
Solyc01g096900	0.08278
Solyc01g096910	0.10702
Solyc01g096920	0.29063
Solyc01g096930	0.14891
Solyc01g096940	0.27563
Solyc01g096950	0.12460
Solyc01g096960	0.43004
Solyc01g096980	0.51308
Solyc01g096990	0.16457
Solyc01g097010	0.21551
Solyc01g097030	0.10002
Solyc01g097040	0.27853
Solyc01g097050	0.92663
Solyc01g097060	0.69141
Solyc01g097070	0.59965
Solyc01g097080	0.45661
Solyc01g097110	0.28086
Solyc01g097120	0.45343
Solyc01g097130	0.23216
Solyc01g097140	0.00010
Solyc01g097160	0.13187
Solyc01g097170	0.06877
Solyc01g097180	0.10813
Solyc01g097190	0.15777
Solyc01g097220	0.43796
Solyc01g097230	0.00010
Solyc01g097240	0.20595
Solyc01g097250	0.16883
Solyc01g097270	0.11344
Solyc01g097280	0.25798
Solyc01g097290	0.17846
Solyc01g097300	0.00010
Solyc01g097310	0.88139
Solyc01g097320	0.10461
Solyc01g097330	0.29379
Solyc01g097340	0.01512
Solyc01g097350	0.65762
Solyc01g097360	0.15910
Solyc01g097380	0.63778
Solyc01g097390	0.18454
Solyc01g097400	0.23637
Solyc01g097420	0.17660
Solyc01g097430	0.00010
Solyc01g097440	0.40657
Solyc01g097470	0.36467
Solyc01g097500	0.12385
Solyc01g097510	0.39369
Solyc01g097520	0.24058
Solyc01g097540	0.94999
Solyc01g097550	0.30702
Solyc01g097590	0.25083
Solyc01g097600	0.54486
Solyc01g097610	0.16784
Solyc01g097630	0.30223
Solyc01g097640	0.14386
Solyc01g097650	0.06576
Solyc01g097660	0.16455
Solyc01g097670	0.29604
Solyc01g097680	22.46694
Solyc01g097690	0.00010
Solyc01g097720	0.24750
Solyc01g097730	0.46778
Solyc01g097740	0.46167
Solyc01g097760	0.00010
Solyc01g097770	0.13002
Solyc01g097790	0.09836
Solyc01g097810	0.02002
Solyc01g097830	0.24159
Solyc01g097840	0.15483
Solyc01g097850	0.00010
Solyc01g097860	0.62111
Solyc01g097870	0.00010
Solyc01g097880	0.00010
Solyc01g097890	0.15503
Solyc01g097910	0.29609
Solyc01g097920	0.22634
Solyc01g097930	999.00000
Solyc01g097950	0.43986
Solyc01g097960	0.08211
Solyc01g097970	0.56345
Solyc01g097980	0.08428
Solyc01g098000	0.28625
Solyc01g098010	0.19687
Solyc01g098020	0.09090
Solyc01g098030	0.26023
Solyc01g098040	0.14506
Solyc01g098080	0.20816
Solyc01g098090	0.17791
Solyc01g098100	0.02413
Solyc01g098110	0.41176
Solyc01g098120	1.09115
Solyc01g098130	999.00000
Solyc01g098140	0.22188
Solyc01g098150	0.19228
Solyc01g098160	0.04171
Solyc01g098170	0.11543
Solyc01g098180	0.07605
Solyc01g098190	0.20814
Solyc01g098200	0.85426
Solyc01g098210	0.10358
Solyc01g098220	999.00000
Solyc01g098230	0.30642
Solyc01g098240	0.69940
Solyc01g098250	0.23782
Solyc01g098280	0.62220
Solyc01g098320	0.47481
Solyc01g098350	0.07767
Solyc01g098380	0.06061
Solyc01g098400	0.25863
Solyc01g098410	0.20352
Solyc01g098430	0.18284
Solyc01g098440	0.11596
Solyc01g098450	0.38239
Solyc01g098460	0.17455
Solyc01g098480	0.23970
Solyc01g098490	0.18879
Solyc01g098500	0.50205
Solyc01g098510	1.78719
Solyc01g098530	0.25987
Solyc01g098540	0.31965
Solyc01g098550	0.30560
Solyc01g098560	0.09662
Solyc01g098570	0.32136
Solyc01g098580	0.17822
Solyc01g098590	0.16423
Solyc01g098600	0.00010
Solyc01g098610	0.25900
Solyc01g098620	0.25827
Solyc01g098630	0.14333
Solyc01g098640	0.15074
Solyc01g098650	0.09994
Solyc01g098670	0.48017
Solyc01g098690	0.40703
Solyc01g098700	0.19676
Solyc01g098710	0.24346
Solyc01g098720	0.31606
Solyc01g098730	0.77534
Solyc01g098740	0.12005
Solyc01g098750	0.24628
Solyc01g098760	0.17620
Solyc01g098780	0.39393
Solyc01g098800	0.25015
Solyc01g098810	0.24680
Solyc01g098820	0.16122
Solyc01g098830	0.25458
Solyc01g098840	0.25995
Solyc01g098870	0.48705
Solyc01g098880	0.16356
Solyc01g098900	0.00010
Solyc01g098910	0.20010
Solyc01g098920	0.07979
Solyc01g098930	0.35123
Solyc01g098940	0.28907
Solyc01g098950	0.00010
Solyc01g098960	0.00010
Solyc01g098970	0.47022
Solyc01g098990	0.19677
Solyc01g099000	0.34441
Solyc01g099010	0.63527
Solyc01g099020	0.24041
Solyc01g099030	0.51269
Solyc01g099050	0.15557
Solyc01g099060	0.37726
Solyc01g099080	0.58160
Solyc01g099090	0.25044
Solyc01g099100	0.15818
Solyc01g099110	0.12747
Solyc01g099120	0.45358
Solyc01g099130	0.23384
Solyc01g099140	0.32382
Solyc01g099160	0.12079
Solyc01g099170	0.39623
Solyc01g099180	0.22556
Solyc01g099190	0.48988
Solyc01g099200	1.16268
Solyc01g099210	0.17621
Solyc01g099220	0.26409
Solyc01g099230	0.37767
Solyc01g099240	0.02881
Solyc01g099260	0.76358
Solyc01g099270	0.23552
Solyc01g099280	0.53230
Solyc01g099290	0.25738
Solyc01g099300	0.33024
Solyc01g099310	0.18237
Solyc01g099340	0.38590
Solyc01g099350	0.12297
Solyc01g099360	0.21545
Solyc01g099370	0.13757
Solyc01g099380	1.09806
Solyc01g099390	0.14661
Solyc01g099400	0.08377
Solyc01g099410	0.00010
Solyc01g099420	0.52839
Solyc01g099430	0.00010
Solyc01g099450	0.00010
Solyc01g099460	0.17332
Solyc01g099470	0.35557
Solyc01g099490	0.03574
Solyc01g099530	0.47251
Solyc01g099540	0.51263
Solyc01g099560	999.00000
Solyc01g099570	0.89518
Solyc01g099580	0.05834
Solyc01g099590	0.22948
Solyc01g099600	0.59405
Solyc01g099620	0.06703
Solyc01g099630	0.03644
Solyc01g099650	0.38202
Solyc01g099660	0.24030
Solyc01g099670	0.21918
Solyc01g099680	0.19104
Solyc01g099690	0.16162
Solyc01g099700	0.29661
Solyc01g099710	0.24492
Solyc01g099720	0.09303
Solyc01g099750	0.27865
Solyc01g099760	0.00010
Solyc01g099770	0.32089
Solyc01g099780	0.27381
Solyc01g099790	0.15559
Solyc01g099820	0.17602
Solyc01g099830	0.00010
